Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
12/09/2018,Completed,12/13/2018,18-03318808,Street Lights - All/Out,8600 S KOSTNER AVE,60652,1148591.09146852,1847154.46060806,18,8,70,41.73652140629566,-87.73120071313045,"(41.736521406296, -87.73120071313)"
12/08/2018,Open,,18-03315151,Street Lights - All/Out,1202 S CLINTON ST,60607,1172902.35227704,1894961.42667305,11,1,28,41.86720737035328,-87.64072071542196,"(41.867207370353, -87.640720715422)"
12/08/2018,Open,,18-03315687,Street Lights - All/Out,3425 W 71ST PL,60629,1154772.3261333,1856989.38992858,17,8,66,41.763389166399044,-87.70829268498144,"(41.763389166399, -87.708292684981)"
12/08/2018,Open,,18-03315247,Street Lights - All/Out,600 W JACKSON BLVD,60661,1172376.32347301,1898890.65306763,42,1,28,41.87800107099396,-87.6425357374885,"(41.878001070994, -87.642535737488)"
12/08/2018,Completed,12/10/2018,18-03314361,Street Lights - All/Out,3632 N PITTSBURGH AVE,60634,1120427.35200429,1923108.00087172,38,16,17,41.945445974175854,-87.83276441672481,"(41.945445974176, -87.832764416725)"
12/08/2018,Completed,12/10/2018,18-03314744,Street Lights - All/Out,10400 S CALHOUN AVE,60617,1194851.04847475,1836546.07919601,10,4,51,41.7063978953093,-87.56206929414583,"(41.706397895309, -87.562069294146)"
12/08/2018,Completed,12/10/2018,18-03314868,Street Lights - All/Out,3111 N DAMEN AVE,60618,1162467.22379556,1920704.73592038,32,19,5,41.93807359749193,-87.67830782746269,"(41.938073597492, -87.678307827463)"
12/08/2018,Completed,12/11/2018,18-03314421,Street Lights - All/Out,6338 W DIVERSEY AVE,60639,1133559.9147789,1917930.11832234,36,25,19,41.931016684299415,-87.78461481667387,"(41.931016684299, -87.784614816674)"
12/08/2018,Completed,12/11/2018,18-03314756,Street Lights - All/Out,2500 W MELROSE ST,60618,1159106.75217284,1921642.21997255,47,19,5,41.94071590903655,-87.6906324272632,"(41.940715909037, -87.690632427263)"
12/08/2018,Completed,12/11/2018,18-03315123,Street Lights - All/Out,3829 N RICHMOND ST,60618,1156036.34139406,1925310.17382419,33,17,16,41.95084363616959,-87.70181799114361,"(41.95084363617, -87.701817991144)"
12/08/2018,Completed,12/11/2018,18-03315093,Street Lights - All/Out,3637 N MOZART ST,60618,1156737.52987656,1924044.57252,33,17,16,41.9473565381408,-87.69927487408768,"(41.947356538141, -87.699274874088)"
12/08/2018,Completed,12/12/2018,18-03315082,Street Lights - All/Out,4109 S SACRAMENTO AVE,60632,1157032.68447402,1877194.35006826,12,9,58,41.81878904339902,-87.69946193414816,"(41.818789043399, -87.699461934148)"
12/08/2018,Completed,12/13/2018,18-03312572,Street Lights - All/Out,6330 N KEYSTONE AVE,60646,1148222.83427628,1941678.57280372,39,17,12,41.99591404139186,-87.7301165031076,"(41.995914041392, -87.730116503108)"
12/08/2018,Completed,12/13/2018,18-03315561,Street Lights - All/Out,3100 W BELDEN AVE,60647,1155291.759989,1915247.60001102,32,14,22,41.92324622143655,-87.70482622184865,"(41.923246221437, -87.704826221849)"
12/08/2018,Completed,12/13/2018,18-03315127,Street Lights - All/Out,3941 N ALBANY AVE,60618,1155017.39920009,1926043.45160521,33,17,16,41.952876340449905,-87.70554383053779,"(41.95287634045, -87.705543830538)"
12/08/2018,Completed,12/13/2018,18-03315107,Street Lights - All/Out,3714 N FRANCISCO AVE,60618,1156390.62572908,1924550.10527345,33,17,16,41.948750788062256,-87.70053628789249,"(41.948750788062, -87.700536287892)"
12/07/2018,Open,,18-03310059,Street Lights - All/Out,5600 N PULASKI RD,60646,1148714.25211658,1936914.46541065,39,17,13,41.98283153071127,-87.72843257405493,"(41.982831530711, -87.728432574055)"
12/07/2018,Completed,12/07/2018,18-03308992,Street Lights - All/Out,7229 W FARWELL AVE,60631,1127187.40012908,1944980.73998364,41,16,9,42.005356033439575,-87.80742284020371,"(42.00535603344, -87.807422840204)"
12/07/2018,Open - Dup,,18-03306430,Street Lights - All/Out,8400 S ESCANABA AVE,60617,1196946.00003234,1849832.89009641,10,4,46,41.74280630443615,-87.55395732244702,"(41.742806304436, -87.553957322447)"
12/07/2018,Open,,18-03305290,Street Lights - All/Out,355 W MONROE ST,60606,1173916.95319252,1899858.92921683,42,1,32,41.880623915476654,-87.63685011371906,"(41.880623915477, -87.636850113719)"
12/07/2018,Open,,18-03305309,Street Lights - All/Out,2320 E 93RD ST,60617,1193372.72008017,1843756.34737958,7,4,48,41.72621978790487,-87.56724783171954,"(41.726219787905, -87.56724783172)"
12/07/2018,Completed - Dup,12/07/2018,18-03306724,Street Lights - All/Out,2300 S ROCKWELL ST,60608,1159392.23691885,1888638.60216946,24,10,30,41.85014529296038,-87.69049201304716,"(41.85014529296, -87.690492013047)"
12/07/2018,Completed,12/07/2018,18-03305340,Street Lights - All/Out,1950 N LINCOLN AVE,60614,1173564.13122716,1913317.77257358,43,18,7,41.91756356083419,-87.63774494389928,"(41.917563560834, -87.637744943899)"
12/07/2018,Open,,18-03305303,Street Lights - All/Out,5000 S SB OUTER LAKE SHORE DR,60615,1188631.08277026,1872203.57418413,5,2,39,41.804395903958536,-87.58370842372497,"(41.804395903959, -87.583708423725)"
12/07/2018,Completed - Dup,12/07/2018,18-03308938,Street Lights - All/Out,4440 W ROOSEVELT RD,60624,1146966.83489135,1894333.23039709,24,11,29,41.86601826768467,-87.735950256156,"(41.866018267685, -87.735950256156)"
12/07/2018,Completed - Dup,12/07/2018,18-03305278,Street Lights - All/Out,7254 S FRANCISCO AVE,60629,1158295.24869329,1856392.92472868,18,8,66,41.7616814031574,-87.6953965736093,"(41.761681403157, -87.695396573609)"
12/07/2018,Open,,18-03305406,Street Lights - All/Out,8400 S PEORIA ST,60620,1171767.23492743,1849140.59186922,21,6,71,41.741495289035875,-87.64623259973645,"(41.741495289036, -87.646232599736)"
12/07/2018,Completed,12/10/2018,18-03311455,Street Lights - All/Out,7300 S RICHMOND ST,60629,1157970.36927251,1856081.02446685,18,8,66,41.76083210644604,-87.69659576109687,"(41.760832106446, -87.696595761097)"
12/07/2018,Completed - Dup,12/10/2018,18-03308152,Street Lights - All/Out,5200 N OAKLEY AVE,60625,1160071.16968372,1934481.22320008,40,20,4,41.97592692214809,-87.68673178553922,"(41.975926922148, -87.686731785539)"
12/07/2018,Completed,12/10/2018,18-03309158,Street Lights - All/Out,2928 W FILLMORE ST,60612,1156906.86009908,1895234.42566942,28,11,29,41.86829563512066,-87.69943505854741,"(41.868295635121, -87.699435058547)"
12/07/2018,Completed,12/10/2018,18-03305270,Street Lights - All/Out,11531 S EGGLESTON AVE,60628,1175363.91221542,1828443.42330821,34,5,53,41.68461978620176,-87.63367080295446,"(41.684619786202, -87.633670802954)"
12/07/2018,Completed - Dup,12/10/2018,18-03308194,Street Lights - All/Out,5200 N OAKLEY AVE,60625,1160071.16968372,1934481.22320008,40,20,4,41.97592692214809,-87.68673178553922,"(41.975926922148, -87.686731785539)"
12/07/2018,Completed,12/10/2018,18-03308068,Street Lights - All/Out,5310 N MCVICKER AVE,60630,1134823.89028653,1934936.04502944,45,16,11,41.97766038818683,-87.779566058073,"(41.977660388187, -87.779566058073)"
12/07/2018,Completed,12/10/2018,18-03311253,Street Lights - All/Out,3649 S ELLIS AVE,60653,1181931.07998789,1881057.09996606,4,2,36,41.82884837559852,-87.60800654798538,"(41.828848375599, -87.608006547985)"
12/07/2018,Completed,12/10/2018,18-03308137,Street Lights - All/Out,2000 W BERWYN AVE,60625,1162043.59022073,1935197.13728025,40,20,4,41.97785033645197,-87.67945835169593,"(41.977850336452, -87.679458351696)"
12/07/2018,Completed,12/10/2018,18-03311135,Street Lights - All/Out,2822 N MAPLEWOOD AVE,60618,1158871.13443082,1918662.1163232,33,14,21,41.932543151550085,-87.6915803999411,"(41.93254315155, -87.691580399941)"
12/07/2018,Completed,12/10/2018,18-03311526,Street Lights - All/Out,2345 N NARRAGANSETT AVE,60639,1133359.97726572,1914968.3365219,36,25,19,41.92289271563515,-87.78541911008433,"(41.922892715635, -87.785419110084)"
12/07/2018,Completed,12/10/2018,18-03311061,Street Lights - All/Out,10300 S ALBANY AVE,60655,1157461.837197,1836175.41962797,19,22,74,41.7062181083765,-87.69899726333672,"(41.706218108377, -87.698997263337)"
12/07/2018,Completed,12/10/2018,18-03311737,Street Lights - All/Out,7900 S ARTESIAN AVE,60652,1161417.83996825,1852167.49117201,18,8,70,41.750022068035605,-87.68406876134213,"(41.750022068036, -87.684068761342)"
12/07/2018,Completed,12/10/2018,18-03311810,Street Lights - All/Out,3834 W 64TH PL,60629,1151919.98980791,1861557.53691278,23,8,65,41.775981294696265,-87.7186275240495,"(41.775981294696, -87.718627524049)"
12/07/2018,Completed,12/10/2018,18-03311572,Street Lights - All/Out,1600 W 85TH ST,60620,1167154.26987748,1848352.34130575,21,6,71,41.73943204412819,-87.6631567915185,"(41.739432044128, -87.663156791518)"
12/07/2018,Completed,12/10/2018,18-03308674,Street Lights - All/Out,11829 S LONGWOOD DR,60643,1164084.48321032,1826166.9797897,19,22,75,41.67861677664702,-87.675025435566,"(41.678616776647, -87.675025435566)"
12/07/2018,Completed,12/10/2018,18-03308887,Street Lights - All/Out,10958 S TALMAN AVE,60655,1160665.00822251,1831857.7579919,19,22,75,41.694304331996705,-87.68738591327569,"(41.694304331997, -87.687385913276)"
12/07/2018,Completed,12/10/2018,18-03305274,Street Lights - All/Out,1908 W 83RD ST,60620,1165045.20393147,1849626.12198931,17,6,71,41.742972298160055,-87.67084815737226,"(41.74297229816, -87.670848157372)"
12/07/2018,Completed,12/11/2018,18-03311778,Street Lights - All/Out,6917 S PEORIA ST,60621,1171499.47480889,1858975.52286876,6,7,68,41.768489466537794,-87.6469261571472,"(41.768489466538, -87.646926157147)"
12/07/2018,Completed,12/11/2018,18-03308603,Street Lights - All/Out,7300 S HALSTED ST,60621,1172230.30100944,1856457.4458153,6,7,68,41.761563519453894,-87.64432126241503,"(41.761563519454, -87.644321262415)"
12/07/2018,Completed,12/11/2018,18-03305298,Street Lights - All/Out,732 N ELIZABETH ST,60642,1167722.723275,1905084.00035,27,12,24,41.89509757584316,-87.65944396434247,"(41.895097575843, -87.659443964342)"
12/07/2018,Completed,12/11/2018,18-03311265,Street Lights - All/Out,7750 S CARPENTER ST,60620,1170648.38150397,1853758.94478075,17,6,71,41.75419310872268,-87.65019767668676,"(41.754193108723, -87.650197676687)"
12/07/2018,Completed,12/11/2018,18-03309020,Street Lights - All/Out,7200 W HIGGINS AVE,60656,1127367.85236769,1936148.02220886,41,16,10,41.98111516883432,-87.80695867561072,"(41.981115168834, -87.806958675611)"
12/07/2018,Completed,12/11/2018,18-03310995,Street Lights - All/Out,1618 E 85TH ST,60617,1188522.76121851,1848942.11793402,8,4,45,41.74056713960869,-87.58484815876359,"(41.740567139609, -87.584848158764)"
12/07/2018,Completed - Dup,12/11/2018,18-03305283,Street Lights - All/Out,10900 S WABASH AVE,60628,1178510.85148255,1832704.95258035,9,5,49,41.696243329105464,-87.62202197785133,"(41.696243329105, -87.622021977851)"
12/07/2018,Completed - Dup,12/12/2018,18-03308434,Street Lights - All/Out,10500 S HOXIE AVE,60617,1195193.92190655,1835889.24339391,10,4,51,41.70458703871679,-87.56083530798568,"(41.704587038717, -87.560835307986)"
12/07/2018,Completed,12/12/2018,18-03305280,Street Lights - All/Out,6200 S NATCHEZ AVE,60638,1134140.43667835,1862709.41567801,13,8,64,41.77947252502628,-87.78378024812446,"(41.779472525026, -87.783780248124)"
12/07/2018,Completed,12/12/2018,18-03306680,Street Lights - All/Out,11359 S GREEN ST,60643,1172685.43001535,1829530.23997328,34,22,75,41.68766145959085,-87.64344409923416,"(41.687661459591, -87.643444099234)"
12/07/2018,Completed - Dup,12/12/2018,18-03308447,Street Lights - All/Out,10600 S HOXIE AVE,60617,1195206.6693833,1835230.36398906,10,4,51,41.70277869366147,-87.56081027249571,"(41.702778693661, -87.560810272496)"
12/07/2018,Completed,12/12/2018,18-03308900,Street Lights - All/Out,4100 W NORTH AVE,60639,1148754.86928954,1910318.66908028,26,25,23,41.909849726338294,-87.72897287654004,"(41.909849726338, -87.72897287654)"
12/07/2018,Completed,12/12/2018,18-03308586,Street Lights - All/Out,600 W 65TH ST,60621,1173437.35002025,1861791.55918892,20,7,68,41.77617433859661,-87.63973967174445,"(41.776174338597, -87.639739671744)"
12/07/2018,Completed - Dup,12/12/2018,18-03308453,Street Lights - All/Out,10700 S HOXIE AVE,60617,1195219.75729977,1834569.47749158,10,4,51,41.700964832000324,-87.56078405702075,"(41.700964832, -87.560784057021)"
12/07/2018,Completed,12/12/2018,18-03308594,Street Lights - All/Out,6540 S EMERALD AVE,60621,1172360.70003004,1861416.70998302,20,7,68,41.77516946951314,-87.64369760083787,"(41.775169469513, -87.643697600838)"
12/07/2018,Completed,12/12/2018,18-03311408,Street Lights - All/Out,12835 S WALLACE ST,60628,1174654.10670266,1819651.43063195,9,5,53,41.66050892472383,-87.63652945106723,"(41.660508924724, -87.636529451067)"
12/07/2018,Completed,12/12/2018,18-03309103,Street Lights - All/Out,8647 W HIGGINS RD,60631,1117629.03703053,1938342.89518275,41,16,76,41.987296792162944,-87.84272961482556,"(41.987296792163, -87.842729614826)"
12/07/2018,Completed,12/12/2018,18-03305272,Street Lights - All/Out,7000 S STATE ST,60637,1177508.32642224,1858602.95990471,6,3,69,41.76733341016172,-87.62491213780443,"(41.767333410162, -87.624912137804)"
12/07/2018,Completed,12/13/2018,18-03307270,Street Lights - All/Out,6413 N TAHOMA AVE,60646,1139616.93419762,1942463.63731563,41,16,12,41.99823030472584,-87.76175470900924,"(41.998230304726, -87.761754709009)"
12/07/2018,Completed,12/13/2018,18-03308154,Street Lights - All/Out,2200 W 35TH ST,60609,1162260.62212777,1881441.69453356,12,9,59,41.83033680864595,-87.68016542893157,"(41.830336808646, -87.680165428932)"
12/07/2018,Completed,12/13/2018,18-03305301,Street Lights - All/Out,6644 S STONY ISLAND AVE,60637,1188045.24412257,1861257.01433097,5,3,42,41.77437171901178,-87.58620585266901,"(41.774371719012, -87.586205852669)"
12/07/2018,Completed,12/13/2018,18-03311193,Street Lights - All/Out,2815 W BELDEN AVE,60647,1157156.38513087,1915277.20993148,1,14,22,41.92328976668544,-87.69797410083866,"(41.923289766685, -87.697974100839)"
12/07/2018,Completed,12/13/2018,18-03305277,Street Lights - All/Out,6900 S HOYNE AVE,60636,1163551.96172665,1858885.95176674,17,7,67,41.76841402603676,-87.67606026382037,"(41.768414026037, -87.67606026382)"
12/06/2018,Completed - Dup,12/06/2018,18-03297896,Street Lights - All/Out,7300 S CRANDON AVE,60649,1192810.03298481,1857006.6427336,7,3,43,41.76259346445681,-87.56887777245515,"(41.762593464457, -87.568877772455)"
12/06/2018,Completed - Dup,12/06/2018,18-03297892,Street Lights - All/Out,2301 E 73RD ST,60649,1192820.73298481,1857006.8427336,7,3,43,41.76259375232619,-87.56883854954489,"(41.762593752326, -87.568838549545)"
12/06/2018,Completed - Dup,12/06/2018,18-03299347,Street Lights - All/Out,5300 S COTTAGE GROVE AVE,60615,1182484.59211395,1870043.3100719,4,2,40,41.79861285520347,-87.60631763624826,"(41.798612855203, -87.606317636248)"
12/06/2018,Completed,12/06/2018,18-03298384,Street Lights - All/Out,5700 S PULASKI RD,60629,1150675.47299962,1866503.23708524,13,8,62,41.78957739072967,-87.72306119802101,"(41.78957739073, -87.723061198021)"
12/06/2018,Completed - Dup,12/06/2018,18-03299025,Street Lights - All/Out,600 S MORGAN ST,60607,1169861.13607122,1897546.79778285,25,12,28,41.8743686140455,-87.6518100209128,"(41.874368614046, -87.651810020913)"
12/06/2018,Open,,18-03297919,Street Lights - All/Out,6900 S DAMEN AVE,60636,1164216.24773036,1858900.85210107,17,7,67,41.76844095861192,-87.67362490525043,"(41.768440958612, -87.67362490525)"
12/06/2018,Completed - Dup,12/06/2018,18-03299588,Street Lights - All/Out,3500 S COTTAGE GROVE AVE,60653,1181207.99620028,1881902.97010378,4,2,36,41.83118622543054,-87.61063335814752,"(41.831186225431, -87.610633358148)"
12/06/2018,Completed,12/06/2018,18-03300772,Street Lights - All/Out,5200 N LUDLAM AVE,60630,1138611.21951021,1934567.40831935,45,16,11,41.97658078810036,-87.76564699176163,"(41.9765807881, -87.765646991762)"
12/06/2018,Open,,18-03298394,Street Lights - All/Out,11800 S EWING AVE,60617,1202263.05001877,1827334.72318145,10,4,55,41.6809357491371,-87.53524006288205,"(41.680935749137, -87.535240062882)"
12/06/2018,Open,,18-03297951,Street Lights - All/Out,2241 E 95TH ST,60617,1192846.21999255,1842412.42598029,7,4,51,41.72254478049226,-87.5692201068988,"(41.722544780492, -87.569220106899)"
12/06/2018,Completed - Dup,12/06/2018,18-03297885,Street Lights - All/Out,1500 W GARFIELD BLVD,60609,1167271.3373985,1868264.19571413,16,9,61,41.79407029167852,-87.66215860166734,"(41.794070291679, -87.662158601667)"
12/06/2018,Completed,12/06/2018,18-03303902,Street Lights - All/Out,3501 S HALSTED ST,60609,1171542.08647147,1881653.62597413,11,9,60,41.83071967039947,-87.64610537317556,"(41.830719670399, -87.646105373176)"
12/06/2018,Completed,12/06/2018,18-03301888,Street Lights - All/Out,5500 N MULLIGAN AVE,60630,1132915.18247775,1936172.65641886,45,16,11,41.98108740964923,-87.7865563943837,"(41.981087409649, -87.786556394384)"
12/06/2018,Completed,12/06/2018,18-03298362,Street Lights - All/Out,4141 S PULASKI RD,60632,1150364.90186824,1876788.47000051,14,8,57,41.817807625554316,-87.72393259235778,"(41.817807625554, -87.723932592358)"
12/06/2018,Completed,12/06/2018,18-03297847,Street Lights - All/Out,1900 W DIVISION ST,60622,1163513.12597239,1908015.01323141,1,14,24,41.903230183924514,-87.67482205351686,"(41.903230183925, -87.674822053517)"
12/06/2018,Open,,18-03297940,Street Lights - All/Out,120 W 87TH ST,60620,1176957.00711712,1847261.83627219,21,6,44,41.736224466458594,-87.62727408240463,"(41.736224466459, -87.627274082405)"
12/06/2018,Completed,12/07/2018,18-03302386,Street Lights - All/Out,2816 W ROSCOE ST,60618,1157003.92857273,1922381.64257393,33,17,21,41.94278793702144,-87.69834094196027,"(41.942787937021, -87.69834094196)"
12/06/2018,Completed,12/07/2018,18-03298013,Street Lights - All/Out,1512 N LA SALLE DR,60610,1174853.89736556,1910356.08452554,27,18,8,41.90940775367169,-87.6330951938342,"(41.909407753672, -87.633095193834)"
12/06/2018,Completed,12/07/2018,18-03297884,Street Lights - All/Out,5600 S WESTERN AVE,60636,1161321.08413362,1867565.78011165,15,8,63,41.792279156035235,-87.68399730449104,"(41.792279156035, -87.683997304491)"
12/06/2018,Completed,12/07/2018,18-03304295,Street Lights - All/Out,7300 N SHERIDAN RD,60626,1166123.02457275,1948382.71083114,49,24,1,42.013945422424534,-87.66407733466899,"(42.013945422425, -87.664077334669)"
12/06/2018,Completed,12/07/2018,18-03300446,Street Lights - All/Out,3101 S HALSTED ST,60608,1171473.84479522,1884316.87892941,11,9,60,41.83802937417919,-87.64627759718093,"(41.838029374179, -87.646277597181)"
12/06/2018,Completed,12/07/2018,18-03302014,Street Lights - All/Out,300 W 95TH ST,60628,1175953.02548668,1841933.35462257,21,6,49,41.7216249542999,-87.63111156422671,"(41.7216249543, -87.631111564227)"
12/06/2018,Completed,12/07/2018,18-03298130,Street Lights - All/Out,5147 N CLARK ST,60640,1165073.56431809,1934357.4166039,47,20,3,41.97548210686394,-87.66833964810593,"(41.975482106864, -87.668339648106)"
12/06/2018,Completed,12/07/2018,18-03302383,Street Lights - All/Out,2730 W BELMONT AVE,60618,1157637.75368566,1921152.52352637,33,17,21,41.939402244838085,-87.69604491279726,"(41.939402244838, -87.696044912797)"
12/06/2018,Completed - Dup,12/07/2018,18-03298147,Street Lights - All/Out,5900 N BROADWAY,60660,1167237.56070802,1939323.94999873,48,20,77,41.98906403728407,-87.66023837570485,"(41.989064037284, -87.660238375705)"
12/06/2018,Completed - Dup,12/07/2018,18-03297954,Street Lights - All/Out,7800 S CHAPPEL AVE,60649,1191222.88970667,1853656.95449596,8,4,43,41.75344019900616,-87.57480304171538,"(41.753440199006, -87.574803041715)"
12/06/2018,Completed,12/07/2018,18-03297920,Street Lights - All/Out,600 W 87TH ST,60620,1173823.93909491,1847213.9046074,21,6,71,41.736162895709164,-87.63875392889976,"(41.736162895709, -87.6387539289)"
12/06/2018,Completed,12/07/2018,18-03301568,Street Lights - All/Out,3252 W EVERGREEN AVE,60651,1154431.17457075,1908794.69052405,26,14,23,41.90555615014364,-87.7081611632009,"(41.905556150144, -87.708161163201)"
12/06/2018,Completed,12/07/2018,18-03298125,Street Lights - All/Out,1180 W 20TH PL,60608,1168832.98882606,1890233.88999412,25,12,31,41.854323741979115,-87.65579679778267,"(41.854323741979, -87.655796797783)"
12/06/2018,Completed - Dup,12/07/2018,18-03297910,Street Lights - All/Out,1250 W 73RD PL,60636,1169594.93349488,1856052.38998678,17,7,67,41.76050951272256,-87.65399185032466,"(41.760509512723, -87.653991850325)"
12/06/2018,Completed - Dup,12/07/2018,18-03303779,Street Lights - All/Out,7200 S MOZART ST,60629,1158619.22251401,1856764.60090667,18,8,66,41.76269473961375,-87.69419904585129,"(41.762694739614, -87.694199045851)"
12/06/2018,Completed,12/07/2018,18-03298081,Street Lights - All/Out,1619 W LUNT AVE,60626,1164394.2697779,1946582.23597033,49,24,1,42.0090417977131,-87.67048968743826,"(42.009041797713, -87.670489687438)"
12/06/2018,Completed,12/07/2018,18-03300205,Street Lights - All/Out,1811 N NEVA AVE,60707,1128308.52807641,1911242.69491808,29,25,25,41.91275613855524,-87.80406469129079,"(41.912756138555, -87.804064691291)"
12/06/2018,Completed,12/07/2018,18-03303778,Street Lights - All/Out,7200 S RICHMOND ST,60629,1157951.48320328,1856745.23207711,18,8,66,41.76265517720987,-87.6966469621684,"(41.76265517721, -87.696646962168)"
12/06/2018,Completed,12/07/2018,18-03297904,Street Lights - All/Out,150 W MARQUETTE RD,60621,1176396.42767045,1860558.20963321,6,7,69,41.77272389032367,-87.6289289971212,"(41.772723890324, -87.628928997121)"
12/06/2018,Completed,12/07/2018,18-03301352,Street Lights - All/Out,4799 S ROCKWELL ST,60632,1159843.04999524,1872766.87000501,15,9,58,41.806582133689034,-87.68927416220798,"(41.806582133689, -87.689274162208)"
12/06/2018,Completed,12/07/2018,18-03297905,Street Lights - All/Out,8200 S WASHTENAW AVE,60652,1159800.3075884,1850152.00480353,18,8,70,41.744524600514445,-87.69005136407749,"(41.744524600514, -87.690051364077)"
12/06/2018,Completed,12/07/2018,18-03297886,Street Lights - All/Out,2409 W 57TH ST,60629,1161245.47737345,1866810.29991927,16,8,63,41.79020758539879,-87.68429545803014,"(41.790207585399, -87.68429545803)"
12/06/2018,Completed - Dup,12/07/2018,18-03297979,Street Lights - All/Out,4400 W LAKE ST,60624,1146998.86232955,1901624.1232961,28,11,26,41.88602472807655,-87.73564629511378,"(41.886024728077, -87.735646295114)"
12/06/2018,Completed,12/07/2018,18-03297840,Street Lights - All/Out,500 N DAMEN AVE,60622,1162979.66299041,1903489.81212267,26,12,24,41.89082390308998,-87.67690874663748,"(41.89082390309, -87.676908746637)"
12/06/2018,Completed - Dup,12/07/2018,18-03299198,Street Lights - All/Out,8200 S FAIRFIELD AVE,60652,1159468.81877226,1850142.45409848,18,8,70,41.74450518571085,-87.69126625060544,"(41.744505185711, -87.691266250605)"
12/06/2018,Completed - Dup,12/07/2018,18-03297869,Street Lights - All/Out,5710 S INDIANA AVE,60637,1178572.86830155,1867202.62809463,20,2,40,41.79090764738518,-87.62074896295799,"(41.790907647385, -87.620748962958)"
12/06/2018,Completed,12/07/2018,18-03298099,Street Lights - All/Out,3600 N RECREATION DR,60613,1172087.17049244,1924706.27811254,46,19,6,41.94884682816948,-87.64283430378097,"(41.948846828169, -87.642834303781)"
12/06/2018,Completed,12/07/2018,18-03302483,Street Lights - All/Out,8533 S DREXEL AVE,60619,1183713.0135119,1848590.64452336,8,6,44,41.73971610238518,-87.60248131374235,"(41.739716102385, -87.602481313742)"
12/06/2018,Completed,12/07/2018,18-03299041,Street Lights - All/Out,300 S MORGAN ST,60607,1169824.35852376,1898822.25237614,25,12,28,41.877869356151265,-87.65190787207517,"(41.877869356151, -87.651907872075)"
12/06/2018,Completed,12/07/2018,18-03302552,Street Lights - All/Out,1429 E 65TH PL,60637,1186908.93493133,1861857.20020849,20,3,42,41.77604569361571,-87.59035229407056,"(41.776045693616, -87.590352294071)"
12/06/2018,Completed,12/07/2018,18-03298139,Street Lights - All/Out,5900 N BROADWAY,60660,1167237.56070802,1939323.94999873,48,20,77,41.98906403728407,-87.66023837570485,"(41.989064037284, -87.660238375705)"
12/06/2018,Completed,12/07/2018,18-03303271,Street Lights - All/Out,4800 S FEDERAL ST,60609,1176397.75928233,1873150.36928954,3,2,38,41.807278019493694,-87.62854571466542,"(41.807278019494, -87.628545714665)"
12/06/2018,Completed,12/07/2018,18-03299097,Street Lights - All/Out,8429 S BENNETT AVE,60617,1190323.77922098,1849461.30619065,8,4,45,41.74194866601911,-87.57823282469468,"(41.741948666019, -87.578232824695)"
12/06/2018,Completed,12/07/2018,18-03302347,Street Lights - All/Out,2600 W FLETCHER ST,60618,1158490.41002924,1920849.14001469,33,14,21,41.93855230371124,-87.69291948433798,"(41.938552303711, -87.692919484338)"
12/06/2018,Completed,12/08/2018,18-03297863,Street Lights - All/Out,5407 W 54TH ST,60638,1141203.791806,1868272.26603407,23,8,56,41.7946111517811,-87.75774811064669,"(41.794611151781, -87.757748110647)"
12/06/2018,Completed,12/08/2018,18-03297964,Street Lights - All/Out,6801 S SOUTH SHORE DR,60649,1193402.50599874,1860336.43993088,5,3,43,41.771716204599095,-87.56659751899446,"(41.771716204599, -87.566597518994)"
12/06/2018,Completed,12/10/2018,18-03298130,Street Lights - All/Out,5147 N CLARK ST,60640,1165073.56431809,1934357.4166039,47,20,3,41.97548210686394,-87.66833964810593,"(41.975482106864, -87.668339648106)"
12/06/2018,Completed,12/10/2018,18-03304087,Street Lights - All/Out,3428 W ADDISON ST,60618,1152760.86000441,1923722.34001093,35,17,16,41.946552102782675,-87.7139007060994,"(41.946552102783, -87.713900706099)"
12/06/2018,Completed,12/10/2018,18-03303731,Street Lights - All/Out,3517 N OKETO AVE,60634,1126152.341493,1922493.00818082,38,16,17,41.94366468641836,-87.81173473633284,"(41.943664686418, -87.811734736333)"
12/06/2018,Completed,12/10/2018,18-03304688,Street Lights - All/Out,8400 S MARSHFIELD AVE,60620,1166803.91448714,1849006.30927174,21,6,71,41.74123410719791,-87.66442181454292,"(41.741234107198, -87.664421814543)"
12/06/2018,Completed,12/10/2018,18-03300241,Street Lights - All/Out,4820 S INDIANA AVE,60615,1178413.13918395,1873110.74448114,3,2,38,41.80712369573259,-87.62115516198004,"(41.807123695733, -87.62115516198)"
12/06/2018,Completed - Dup,12/10/2018,18-03297967,Street Lights - All/Out,2511 W CERMAK RD,60608,1160019.51059728,1889320.98353334,28,10,30,41.85200491072257,-87.68817099476527,"(41.852004910723, -87.688170994765)"
12/06/2018,Completed,12/10/2018,18-03298395,Street Lights - All/Out,10900 S TORRENCE AVE,60617,1195571.86000972,1833401.91997071,10,4,51,41.697752261004524,-87.5595332168288,"(41.697752261005, -87.559533216829)"
12/06/2018,Completed,12/10/2018,18-03304470,Street Lights - All/Out,13222 S EXCHANGE AVE,60633,1197771.68947973,1817882.34737564,10,4,55,41.65511036727696,-87.55199406632097,"(41.655110367277, -87.551994066321)"
